,companycode,companyname,companysource,meituanid,provincename,cityname,postalname,companyaddress,longitude,latitude,destinephone,shopphonenum,confirmstatus,updatedate,ismatched
2386,7553,钻石KTV,美团,74079591,湖北省,黄冈市,罗田县,湖北省黄冈市罗田县城东绿化广场（东门大桥直行60米、近碧水晴天） ,115.408481,30.786272,0713-5922888,1,确定,2020/7/29,
2387,7556,紫夜KTV音乐会所,美团,50785651,广东,广州,番禺区, 番禺区嘉胜路17号金丰时代广场三楼（靠近105国道钟村段） ,113.31339,",22.97629",020-39901111,1,确定,7.3,
2388,7557,歌潮量贩式KTV（仓山万达店）,美团,50914375,福建省,福州市,仓山区,福建省福州市仓山区浦上大道272号万达内街3楼（万达影院楼梯口）,119.273459,26.035233,0591-63116666,1,确定,2020/7/27,
2389,7563,快乐迪,美团,6541634,重庆,重庆,彭水苗族土家族自治县,重庆省重庆彭水苗族土家族自治县沙沱街（德济医院对面） ,"108.166596,",29.284118,023-78853999,1,确定,2020.7.27,是
2390,7564,千百度KTV,美团,186508578,安徽省,六安市,舒城县,舒城县105国道晓天镇三元农技服务部东350米 ,116.62729,31.184871,无,1,确定,2020/8/6,
2391,7567,歌时尚氧吧KTV,美团,50229568,贵州,贵阳,白云区,贵州贵阳白云区白云南路东方广场大厦三楼 ,26.681932,106.630831,0851-8852333315123035353,3,确定,2020.8.11,是
2392,7568,绿海明珠KTV量贩星光大道店,美团,5986680,云南,普洱,思茅区,云南省普洱市 思茅区振兴大道76号（世纪广场移动营业厅旁） ,100.971915,22.77411, 0879-2158885,1,确定,2020.8.4,是
2393,7569,梦歌纯k（月浦店）,美团,65929416,上海市,上海市,宝山区,宝山区月罗路251号 ,121.414083,31.419313,021-66037773,5,确定,2020/8/10,
2394,7571,8090PARTYK量贩式KTV（太阳广场店）,美团,63372926,广西,南宁,兴宁区,广西南宁兴宁区新民路59号太阳广场5楼,108.32751274,22.8218958,0771-2808090/2829888,1,确定,8.11,
2395,7576,歌迷氧吧主题KTV,美团,67891432,河南省,南阳市,新野县,河南省南阳市新野县锦绣花园龙门处（东南角） ,111.501662,33.287213,0377-61710000,3,确定,2020/8/3,
2396,7578,魔幻量贩式KTV,美团,52166626,广东,东莞,东莞, 南城街道黄金路商业街18栋（黄金物流园旁） ,113.712342,",22.977471", 0769-22881658,5,确定,7.28,
2397,7579,尚乐汇KTV（新洲摩尔城店）,美团,65174517,湖北省,武汉,新洲区,湖北省武汉市新洲区齐安大道与衡州大道交叉口西北新洲摩尔城4楼 ,114.802857,30.833650,027-86987788,0,确定,2020/8/10,
2398,7586,首座网络KTV（巴黎春天店）,美团,61443130,四川,成都,邛崃市,四川成都 邛崃市东星大道76号巴黎春天2楼（巴黎春天） ,103.46804,30.40504, 028-88765824,1,确定,2020.8.17,是
2399,7589,钻石悦K量贩式KTV,美团,51336652,河南省,许昌市,长葛市,河南省许昌市长葛市保盛生活广场百货馆四楼 ,113.788161,34.216652,0374-8019999,0,确定,2020/8/12,
2400,7591,银川一页,,62076984,宁夏,银川,金凤区,宁夏银川 金凤区正源北街万达广场唐徕回中斜对面 ,"106.248174,",38.484082,0951-8065555/8773333,1,确定,,
2401,7594,钻石音乐会所,美团,3312377,湖北,宜昌,当阳市,湖北省宜昌市当阳市长坂路工人文化宫一楼 ,111.792117,30.822580, 0717-3358999||13872480488,0,确定,2020/8/12,
2402,7601,聚得乐KTV,美团,2698285,广东,汕尾,海丰县, 海丰县三环路与海丽大道交口东行100米路北聚得乐商务宾馆内（永安达对面） ,115.334971,",22.952569",0660-6162888,1,确定,8.12,
2403,7604,讴歌量贩KTV（正大店）,美团,52141926,浙江省,绍兴市,嵊州市,嵊州市三江街道兴盛街889号国贸上城4-5层 ,120.826931,29.571439,0575-83792777,1,确定,2020/8/12,
2404,7607,豪派量贩式KTV(占陇店),美团,63572730,广东,揭阳,普宁市, 普宁市324国道占陇镇占陇中心市场2-3层（美佳乐购物广场对面三楼） ,"116.26165,",23.28685,0663-2965999,1,确定,8.7,
2406,7615,时光量贩式KTV,美团,2373624,江苏省,扬州市,邗江区,邗江区润扬南路18号汇金谷1号楼307室（近广陵学院） ,119.393981,32.338672,0514-80984333,3,确定,2020/8/21,
2407,7616,纳美图KTV,美团,64523405,广东,深圳,宝安区,广东深圳宝安区福永街道石厦路3号,113.82385254,22.67437217,0755-23235833,1,确定,8.13,
2408,7621,斯维特K歌生活馆,美团,5766997,四川,德阳,旌阳区,四川德阳 旌阳区瑞河街与秦岭北路交口附近 ,104.42136,31.13996,15884288719手机,0,确定,2020.8.12,是
2409,7622,英皇国际娱乐会所,美团,40400531,广东,茂名,化州市, 化州市沿江路82号附近（东堤路）,110.637711,",21.654649",0668-7375888,0,确定,8.1,
2410,7627,钻石温莎量贩式KTV,美团,42898727,贵州,六盘水,盘县,贵州六盘水盘县城红果镇胜境大道306号大浪淘沙酒店旁 ,104.474842,25.71552,0858-3661999,5,确定,2020.7.23,是
2411,7630,畅响KTV,美团,97883273,江苏省,徐州市,新沂市,新沂市啊黑线天天快乐购对面向西150米 ,118.59563,34.374771,18118591998,0,确定,2020/8/20,
2412,7632,欢唱99量贩式KTV（盐田店）,美团,67043814,广东,深圳,盐田区,广东深圳盐田区沙头角深盐路2092,114.2284584,22.55314748,0755-25828699,3,确定,8.19,
2413,7633,最熊猫量贩式KTV,美团,2368340,广东,深圳,南山区,广东深圳南山区西丽石鼓路旺棠25栋三楼,113.94899368,22.58437503,0755-26553222,3,确定,8.14,
2414,7634,乐谷时代娱乐城,美团,61122683,新疆,乌鲁木齐,沙依巴克区,新疆省乌鲁木齐沙依巴克区西山路怡和山庄门口 ,87.532215,43.802163,0991-8784666,0,确定,2020/8/24,
2415,7639,嗨秀派对KTV（园区店）,美团,41278171,江苏省,苏州市,吴中区,吴中区苏雅路318号赛格数码城3楼（一号线星海广场站） ,120.668481,31.31681,0512-62111133,3,确定,2020/8/13,
2416,7647,苏格威登量贩KTV（凤岗新高店）,美团,97704699,广东,东莞,东莞, 凤岗镇永盛大街新高商场5楼（镇中心） ,"114.139534,",22.743527, 0769-82192988||82192987,5,确定,7.28,
2417,7648,梦幻都市巧克力KTV,美团,1223952,广西,桂林,象山区, 象山区环城西一路117号联达广场梦露影城2楼（近植物园入口） ,110.28616905,25.26666422,0773-3832929,0,确定,8.3,
2418,7649,麦动量贩KTV 氧吧,美团,79229638,云南,丽江,古城区,云南丽江 古城区花马街N7幢（象山西路转台往东200米，丽歌酒店对面） ,100.228595,26.888399,0888-8888828,5,确定,2020.8.7,是
2419,7651,滚石新声代KTV,美团,116671831,陕西,榆林,靖边县,靖边县张家畔镇长城南路与民生路十字东南角 ,108.797463,37.590763,0912-4847777,5,确定,2020/8/24,
2420,7655,好日子自助KTV,美团,71226174,福建省,南平市,延平区,福建省南平市延平区建设巷恒达商住楼 ,118.178781,26.643123,0599-8863988,1,确定,2020/8/3,
2421,7656,宝乐迪量贩式KTV,,61520683,内蒙古,呼和浩特,赛罕区,内蒙古呼和浩特金桥开发区包头大街全聚德4楼宝乐迪量贩式KTV,111.70108795,40.78262116,0471-3450111,2,确定,2020.8.13,
2422,7658,麦田量贩KTV,美团,1926109,陕西省,西安市,高新区,陕西省西安市高新区锦业三路与丈八三路十字东南角（近6路车起点站） ,108.875880,34.179464,029-88894999||029-89281185,2,确定,2020/8/24,
2423,7663,喜洋洋量贩式KTV（工农区旗舰店）,,5887623,黑龙江,鹤岗,工农区,黑龙江鹤岗 工农区北二道街三江鲜美食坊正对面,"130.278603,47.3358",47.31915955,0468-3436555,1,确定,2020.8.6,
2424,7672,麦高迪连锁量贩式KTV（黄梅店）,美团,60981177,湖北省,黄冈市,黄梅县,湖北省黄冈市黄梅县人民大道西池天下3号楼2楼 ,115.939851,30.072241,0713-8938888,0,确定,2020/7/29,
2425,7676,糖果商务量贩式KTV,美团,42450713,山西,吕梁,孝义市,山西吕梁孝义市新义街天福广场A1区3楼 ,111.786946,37.143452, 0358-7605666||0358-7905222,2,确定,2020/8/21,
2426,7677,皇朝KTV,美团,4530797,陕西,榆林,绥德县,绥德县名州镇永乐大道德亿商务宾馆 ,110.260304,37.512189,0912-5798888,1,确定,2020/8/24,
2427,7684,蕲音KTV量贩,美团,87862554,湖北省,黄冈市,蕲春县,湖北省黄冈市蕲春县体育路首府壹号 ,115.424150,30.224811,0713-3657999,1,确定,2020/7/29,
2428,7690,K歌王派对KTV,美团,52941644,广西,来宾,兴宾区,广西来宾兴宾区滨江北路256号裕达新天地K歌王,109.220592,23.736031,0774-4818888,2,确定,8.7,
2429,7692,皇室派对,美团,63111967,江西省,宜春市,丰城市,江西省宜春市丰城市东方红大街杨柳湖广场旁（原金丰至尊）,115.782468,28.185028,0795-7071111,1,确定,2020/8/12,
2430,7693,歌友汇量贩式KTV（洋桥店）,,34134,北京,北京,丰台区,丰台区角门东里11号楼（洋桥南500米）,116.38624191,39.8485464,010-67572889,1,确定,2020.8.5,
2431,7697,新概念量贩KTV（站西路店）,美团,5093445,湖南省,常德,石门县,湖南省常德市石门县站西路山水人家,111.373464,29.584058,0736-2656888,0,确定,2020/7/23,
2432,7698,好声音量贩KTV（岳西店）,美团,83312033,安徽省,安庆市,岳西县, 岳西县天鹅广场A座四层 ,116.35595,30.845965, 0556-4329999,1,确定,2020/7/27,
2433,7699,享乐汇KTV（新和安商都店）,美团,2629210,广西,北海,海城区, 海城区长青路北部湾广场和安商都5楼（悠时光餐厅旁）,109.11506,",21.47119", 0779-2082222,5,确定,7.28,
2434,7700,深圳君逸酒店,美团,597812,广东,深圳,龙岗区,广东深圳龙岗区横岗镇为民路8号,114.19665813,22.64712574,0755-28661888,3,确定,8.14,
2435,7701,芭芘量贩式KTV,美团,75347899,云南,丽江,古城区,云南丽江 古城区玉雪大道祥和商业广场内（国美电器三层） ,100.229903,26.852581, 0888-8836888||0888-8835888,1,确定,2020.8.7,是
2436,7706,红苹果量贩KTV,美团,60349896,广西,防城港,东兴市,广西防城港东兴市北仑大道162号,107.96831131,21.54330971,0770-7677888||7660688,0,确定,7.29,
2437,7707,建水古城盛世娱乐会所,美团,4185215,云南,红河哈尼族彝族自治州,建水县,云南红河建水县建水福康路中段，妇幼保健院旁  ,102.82752,23.629493,0873-3188997,2,确定,2020.8.11,是
2438,7708,红都ktv（盈江边陲店）,美团,118715302,云南,德宏傣族景颇族自治州,盈江县,云南德宏傣族景颇族自治州 盈江县密回路67号边陲翡翠城B栋 ,97.93845,24.70154, 13708650262||0692-8101288,2,确定,2020.8.13,是
2439,7710,稻田KTV,美团,84756,重庆,重庆,渝中区,重庆省重庆渝中区大坪正街140号华宇新都1-3楼（地铁一号线石油路站1A出口） ,106.50771,29.538203,023-88061666,6,确定,2020.7.28,是
2440,7714,大地飞歌量贩KTV（崇阳店）,美团,41906129,湖北省,咸宁市,崇阳县,湖北省咸宁市崇阳县崇阳紫晶城1栋3楼（县妇幼保健院斜对面） ,114.049701,29.541586,0715-3898888,1,确定,2020/8/10,
2441,7717,领唱KTV,美团,42584025,山西,长治, 上党区,山西省长治 上党区207国道与新市西街交叉口东行10米路北 ,113.045893,36.051187,18803554321,1,确定,2020/8/24,
2442,7719,噢麦嘎主题KTV,美团,67864673,上海市,上海市,闵行区,闵行区华漕镇保乐路69弄绿地旭辉E天地5号楼3层 ,121.291628,31.20749,021-52273633||021-52273533,5,确定,2020/8/10,
2443,7724,麦田纯K,美团,52803799,山东省,滨州市,无棣县, 无棣县棣新七路预防接种门诊旁,117.6388,37.76045,0543-5223333,0,确定,2020/7/28,
2444,7725,黄金尊KTV酒吧,美团,169520339,海南,海南省直辖县,白沙黎族自治县,白沙县桥南路与310省道交叉口西南200米 ,"109.445074,",19.211082,0898-27713456,0,确定,8.3,
2445,7732,百乐门KTV,美团,4466280,广西,北海,海城区,海城区北海大道华美广场A座2楼（北海大道与四川路交叉口）,109.112998,",21.465627", 0779-3056868||0779-3033318,0,确定,7.28,
2446,7740,空间八度量贩KTV（万达店）,美团,69175363,山东省,烟台市,芝罘区,芝罘区西关南街万达3楼 ,121.39594,37.536081,0535-6746666||15357344534,1,确定,2020/8/20,
2447,7743,家乐迪量贩KTV（永辉超市店）,美团,2145506,福建省,泉州市,南安市,福建省泉州市南安市水头镇时代新城永辉超市3楼家乐迪KTV（中影国际影城楼下） ,118.424271,24.700464,0595-86669333,0,确定,2020/8/5,
2449,7756,东方明珠量贩式KTV,,74095388,内蒙古,包头,东河区,内蒙古包头东河区和平路东方明珠22号,110.02980888,40.59099759,13848029260,2,确定,2020.8.13,
2450,7757,好声音KTV（鼓楼北街店）,美团,77084074,安徽省,六安市,舒城县,舒城县鼓楼北街帅旺酒店向南100米 ,116.94589,31.46838,0564-8280777,0,确定,2020/8/6,
2451,7764,好乐迪KTV,,1280110,甘肃,兰州,城关区,甘肃兰州城关区农民巷203号（周双强酒楼） ,"103.847576,",36.054201, 0931-8818811/8818812,3,确定,2020.8.18,
2452,7765,K8量贩,美团,81482254,云南,保山,腾冲县,云南保山 腾冲县凤山路银河小区154号恒邦购物广场天悦大酒店5层 ,98.498073,25.02809, 0875-3119999,1,确定,2020.8.18,是
2453,7767,百乐PARTY主题量贩KTV,美团,50459156,四川,巴中,巴州区,四川巴中 巴州区柳津桥柳津国际城2楼,106.745344,31.858104, 0827-3331117,5,确定,2020.8.18,是
2454,7768,源海国际娱乐会所,美团,91874343,河南省,三门峡市,渑池县,河南省三门峡市渑池县会盟路东段仰韶酒厂斜对面 ,111.781750,34.762041,0398-4820000,1,确定,2020/8/5,
2455,7771,金海岸商务派对,美团,96949974,湖北市,荆州市,监利县,湖北市荆州市监利县容城镇江城路40号,112.907710,29.824960,0716-3535555,0,确定,2020/7/30,
2456,7772,7+7量贩式KTV（银河店）,美团,1219455,山东省,威海市,文登区,文登区天福路19号银河世家地下1楼 ,122.059468,37.191596,0631-8357111,5,确定,2020/8/17,
2457,7775,K-NIGHT夜 主题量贩KTV（顺达广场店）,美团,40338577,江苏省,扬州市,邗江区,邗江区顺达路138号恒通顺达广场3楼 ,119.39829,32.354421,0514-82066266,3,确定,2020/8/21,
2458,7776,龙啸湾KTV,美团,4499488,陕西,宝鸡,千阳县,陕西宝鸡千阳县环城路东（观底下81号）,107.138489,34.638843,0917-4241188,0,确定,2020/8/24,
2459,7778,上海之夜宝明珠KTV,,41802414,辽宁,葫芦岛,连山区,辽宁葫芦岛 连山区兴隆街玫瑰园小区北130米 ,120.84394455,40.75570968,0429-7771119,1,确定,2020.8.11,
2460,7781,聚宝大酒店,美团,2274859,云南,曲靖,会泽县,云南曲靖会泽县通宝路619号（近以礼河大酒店）,26.413634,103.286241,0874-5686978||0874-5537888,5,确定,2020.7.31,是
2461,7784,音皇乐友汇KTV,,64287037,北京,北京,丰台区,北京市丰台区塔园12号西岸汇商亲子生活城b1,"116.415905,39.860618",39.85987953, 010-56025511/56180958,1,确定,2020.8.5,
2462,7787,亚乐高主题KTV量贩,美团,52248230,云南,昆明,官渡区,云南昆明 官渡区世纪城广福路与金源大道交叉口海伦城市广场A座6楼603室 ,102.741973,24.967065, 0871-64982288||0871-64982266,1,确定,2020.8.10,是
2463,7794,宝乐迪量贩式KTV（金桥大拇指广场店）,美团,78643656,上海市,上海市,浦东新区,浦东新区平度路和胶东路交口西侧金桥大拇指广场2层 ,121.591203,31.25401,021-50303398||021-50303858,3,确定,2020/8/10,
2464,7807,钱柜纯量贩式KTV,美团,190142033,广西,柳州,城中区, 柳南区谷埠街商贸城G区三层 ,"109.408866,",24.304704,0772-2323888,2,确定,8.7,
2465,7808,音维爱KTV,美团,62829282,安徽省,马鞍山市,和县,和县陋室东街陋室宾馆旁 ,118.370065,31.717979,0555-5811111,2,确定,2020/8/6,
2466,7809,21号音乐公园KTV,美团,80304382,上海市,上海市,青浦区,青浦区庙前街39号三楼（东方商厦对面） ,121.112976,31.147203,021-59800028,2,确定,2020/8/10,
2467,7812,汇豪KTV,美团,1697681139,湖北省,黄冈市,黄州区,湖北省黄冈市黄州区盛捷钻石酒店三楼 ,114.915687,30.449684,0713-3605789,0,确定,2020/7/29,
2468,7813,金石KTV,美团,40958383,陕西,榆林,绥德县,绥德县永乐大道百合家园 ,110.25671,37.509521,0912-5858333,0,确定,2020/8/24,
2469,7814,朋克KTV,美团,40189676,湖北省,黄石市,黄石港区,湖北省黄石市黄石港区胜阳港街道交通路53号正隆大厦4楼 ,115.092580,30.209681,0714-6270111||0714-6219111,0,确定,2020/7/29,
2470,7821,白金翰宫,美团,5332802,新疆,克拉玛依,克拉玛依区,新疆省克拉玛依克拉玛依区塔河路44号（近川国演义） ,84.864070,45.597301,0990-6236912,4,确定,2020/8/24,
2471,7824,多多量贩式KTV（百年东街店）,美团,40437992,广东,韶关,浈江区,广东韶关浈江区 百年东街C栋C4座二楼 星咖量贩KTV,113.5977155,24.81479357,0751-8603666/8602602,1,确定,8.13,
2472,7828,台北纯KTV（黄河广场店）,美团,61342416,河南省,漯河市,郾城区,河南省漯河市郾城区黄河广场西北角 ,114.006510,33.585030,0395-3719999,5,确定,2020/7/31,
2473,7832,唛秀时尚KTV,美团,90884781,江西省,上饶市,婺源县,江西省上饶市婺源县紫阳东路112号（五小路口） ,117.865876,29.273667,0793-7406666||18868568815,0,确定,2020/8/6,
2474,7833,麦客风量贩式KTV,美团,80079238,新疆,塔城地区,沙湾县,新疆省塔城地区沙湾县世纪大道团结商场对面 ,85.622441,44.329092,0993-6102111,0,确定,2020/8/24,
2475,7838,嗳畅时尚KTV（青龙邻里中心店）,美团,52606510,江苏省,常州市,天宁区, 天宁区青龙邻里中心4楼,120.019079,31.793302,0519-85528886||0519-85258886,5,确定,2020/7/28,
